Item,,,,,,,,,Image,Image Version,,Artist,,,,,Location,,,,,Organizational Donor,Individual Donor,,Fabrication,,,,,Bibliography
Name,Material,Genre,Installation Start Date,Installation End Date,Height,Width,Depth,Context,File,File,Version,First Name,Last Name,Birth Date,Deceased Date,Artist Bio,Neighborhood,Street Address,Latitude,Longitude,Current,Name,First Name,Last Name,Date,Fabricator,City,State,Country,
Untitled 9,Painted Steel,Sculpture,,19880000,240,96,78,,,,,John,McCarty,19400000,,,Locust Point,"Francis Scott Key Elementary School, 1425 E. Fort Ave.",39.268218,-76.5944976,true,Baltimore City Percent for Art program,,,,,,,,"IAS MD000308, 20140809, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=14M7O41082935.1957&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!332577~!4&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=McCarty&index=.AW&uindex=&aspect=Keyword&menu=search&ri=1"
Col. George Armistead Monument,Bronze and granite,Monument,,19140000,258,108,108,,,,,Edward,Berge,18760000,19240000,,,"Fort McHenry National Park, 2400 E. Fort Avenue",39.299654,-76.556592,true,City of Baltimore and the Society of the War of 1812,,,,ROMAN BRONZE WORKS,,NY,U.S.,"IAS 75005994, 20140809, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=14M7O41082935.1957&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=15&y=7&aspect=Keyword&term=Berge&index=.AW&term=Armistead&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Francis Scott Key Monument,Bronze and marble,Monument,,19220000,468,360,360,,,,,Niehaus,Charles,18550000,19350000,,,"Fort McHenry National Park, 2400 E. Fort Avenue",39.299654,-76.556592,true,U.S. Federal Government,,,,,,,,"IAS 75006013,20140809,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=14M7O41082935.1957&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=6&aspect=Keyword&term=Niehaus&index=.AW&term=Key&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Energy,Bronze,Sculpture,,19700000,360,54,57,Originally located at the BG&E Co. building at Charles Center Plaza; moved several times to the current inaccesable location.,,,,Francesco,Somaini,19260000,20050000,,,"Wheelabrator Baltimore, 1801 Annapolis Rd.",39.269256,-76.627086,??,Baltimore Gas and Electric Co. and the citizens of Baltimore,,,,,,,,"IAS 75006005, 20140810, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140P71FE13186.2374&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&term=&index=.GW&x=11&y=3&aspect=Keyword&term=Somaini&index=.AW&term=Energy&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Brooks Robinson,Bronze,Sculpture,,20110000,108,,,Commissioned by the Babe Ruth Birthplace Foundation,,,,Joseph,Sheppard,19300000,,,Downtown West,"Plaza between Russell and Greene,555 Washington Blvd.",39.2851489,-76.6231958,true,"Dorothy L. and Henry A. Rosenberg, Jr. Foundation",,,,Massimo Del Chiaro Artistic Foundry,Pietrasanta,,Italy,"IAS 71500998, 20140810,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=I4S7U14951498.2412&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&term=&index=.GW&x=9&y=5&aspect=Keyword&term=Sheppard&index=.AW&term=Robinson&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW , www.brooksrobinsonstatue.org"
Dogs and Cats,Neon,Sculpture,,19860000,56,312,,,,,,Harvey,Peterson,19490000,,,,"Baltimore Animal Rescue and Care Shelter, Inc. (BARCS), 201 Stockholm St.",39.274464,-76.622619,??,Baltimore City Percent for Art program,,,,Claude Neon Signs,,,,"IAS MD000402, 20140810, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=I4077H7435454.2432&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!334542~!1&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Peterson&index=.AW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=1"
Subvator,"Aluminum, steel, concrete, gravel, and found objects",Sculpture,,19890000,240,96,276,,,,,Rodney,Carroll,19490000,,,,"Spring Garden Gusiness Park, 175 Ostend At.",39.2744069,-76.6197469,true,,Samuel,Himmelrich,,,,,,
The Golden Arm,Bronze,Sculpture,,20020000,168,,,,,,,Frederick,Kail,19370000,,,,"Gate A, M&T Bank Stadium, 1101 Russell St.",39.279139,-76.622142,true,Baltimore Ravens,Charles T. & Theodore W.,Bauer,,,,,,
The Golden Arm,,,,,,,,,,,,,,,,,,,,,,"Baltimore Orioles, and others",Stephen,Bisciotti,,,,,,
Atlantic Blue Roller Column,Painted Steel,Sculpture,,19770000,160,48,57,Moved about two blocks South to its current site in 1992,,,,Dominick,Cea,19410000,,,,Russell St. median at S. Paca,39.283853,-76.623133,true,Baltimore City Department of Housing and Community Development,,,,,,,,"IAS MD000227, 20140810, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407718L1B849.2442&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&term=&index=.GW&x=9&y=13&aspect=Keyword&term=Cea&index=.AW&term=&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Babe's Dream,Bronze,Sculpture,,19950000,192,,,,,,,Susan,Luery,,,,,Camden and Eutaw Streets entrance to Camdem Yards,39.284947,-76.620686,true,Baltimore Orioles,,,,,,,,"IAS 71500918, 20140810, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407718L1B849.2442&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=9&y=9&aspect=Keyword&term=Luery&index=.AW&term=Babe%27s&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Babe's Dream,,,,,,,,,,,,,,,,,,,,,,"Maryland Stadium Authority, and others",,,,,,,,
Untitled 10,Granite,Sculpture,,19760000,74,70,10,,,,,Fernanda,Zopf,19220000,,,Pigtown/Washginton Villiage,"Charles Carroll Barrister Elementary School, 1327 Washington Blvd.",39.279758,-76.6361951,true,Baltimore City Percent for Art program,,,,,,,,"IAS MD000217, 20140810, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407718L1B849.2442&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!329693~!2&ri=3&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Zopf&index=.AW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=3"
Untitled 11,Aluminum,Sculpture,,19670000,96,56,38,,,,,Peter,van Rossum,,,,Pigtown/Washginton Villiage,"Diggs-Johnson Middle School (now Southwest Baltimore Charter School), 1300 Herkimer St.",39.281617,76.638242,true,Baltimore City Percent for Art program,,,,,,,,"IAS MD000224, 20140810, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407M2FN97293.2490&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!329700~!1&ri=2&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=van+rossum&index=.AW&uindex=&aspect=Keyword&menu=search&ri=2"
Children's Round Square,Concrete,Sculpture,,19690000,60,216,168,,,,,Alfredo,Halgua,19300000,,,Hollins Market,"Steuart Hill Elementary School, 30 S. Gilmore St.",39.2868704,-76.6426096,true,Baltimore City Percent for Art program,,,,,,,,"IAS MD000483, 20140812, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407862T99UG5.3356&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!337222~!26&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Halegua&index=.AW&uindex=&aspect=Keyword&menu=search&ri=1"
Steel Henge,Painted Steel,Sculpture,,19770000,216,342,246,,,,,Alton,Balder,19240000,20011200,,Ftanklin Square,"Vivian T. Thomas Medical Arts Academy School, 170 N. Calhoun St.",39.2906416,-76.6396863,true,Baltimore City Percent for Art program,,,,,,,,"IAS MD000246,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407862T99UG5.3356&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=9&y=10&aspect=Keyword&term=Balder&index=.AW&term=&index=.TW&term=&index=.SW&term=&index=.FW&term=Baltimore&index=.OW&term=&index=.NW"
Firebird,"Bronze, stainless steel, and copper",Sculpture,,20050000,600,,,,,,,Rodney,Carroll,19490000,,,,Symphony Center,39.303969,-76.620094,true,David S. Brown Enterprises,,,,,,,,
Firebird,,,,,,,,,,,,,,,,,Mid-Town Belvedere,,,,,Maryland Transit Administration,,,,,,,,
Pearlstone Park,Sandblasted Concrete and brick,Sculpture,,19850000,,,,"24 pieces: lights and settees, contained within park. The two acre park was restored in 2008.",,,,Scott,Burton,19390000,19890000,,Mid-Town Belvedere,Cathedral and Preston Streets,39.304692,-76.619403,true,Pearlstone Charitable Income Trust,,,,,,,,"IAS MD000011, 20140812, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1R07893C8H078.3564&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=4&aspect=Keyword&term=Burton&index=.AW&term=Pearlstone&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Goddess of Liberty,Bronze,Monument,,19010000,720,384,384,,,,,Albert,Van den Berghen,18500000,19210000,,Mid-Town Belvedere,E. Mount Royal and Cathedral,39.305533,-76.618692,true,Maryland Society of the Sons of the American Revolution,,,,,,,,"IAS 75006019, 20140812, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1R07893C8H078.3564&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11322~!1&ri=9&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=van+den+Berghen&index=.AW&uindex=&aspect=Keyword&menu=search&ri=9"
Goddess of Liberty,Granite and marble,,,,,,,,,,,William,Boyd,18820000,19470000,,,,,,,,,,,,,,,
Maya Queen Empowered,Stainless steel and bronze,Sculpture,,19890000,188,108,120,,,,,Lila,Katzen,19250000,19980000,,Mid-Town Belvedere,"Maryland Institute College of Art, 1400 Cathedral Street",,,,,,,,,,,,
